<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.04.21	05:00:00	1954.95	1955.00	1951.32	1951.89	2676	0	18
2022.04.21	06:00:00	1951.88	1952.78	1950.22	1951.19	2358	0	18
2022.04.21	07:00:00	1951.14	1952.44	1950.80	1951.05	1565	0	18
2022.04.21	08:00:00	1951.05	1953.89	1949.75	1952.97	3053	0	18
2022.04.21	09:00:00	1953.06	1953.81	1950.71	1952.31	3914	0	18
2022.04.21	10:00:00	1952.33	1952.51	1949.54	1949.69	4755	0	18
2022.04.21	11:00:00	1949.70	1949.81	1943.42	1947.10	5417	0	18
2022.04.21	12:00:00	1947.10	1947.57	1942.67	1945.33	4416	0	18
2022.04.21	13:00:00	1945.31	1946.61	1941.96	1943.51	4283	0	18
2022.04.21	14:00:00	1943.50	1944.03	1936.64	1939.80	5803	0	18
2022.04.21	15:00:00	1939.79	1948.94	1937.42	1947.68	7574	0	18
2022.04.21	16:00:00	1947.68	1949.51	1943.18	1945.14	9608	0	18
2022.04.21	17:00:00	1945.18	1946.76	1940.56	1945.51	9045	0	18
2022.04.21	18:00:00	1945.49	1946.20	1937.76	1939.91	7428	0	18
2022.04.21	19:00:00	1939.91	1941.61	1938.22	1940.39	5105	0	18
2022.04.21	20:00:00	1940.39	1948.54	1940.02	1947.11	5984	0	18
2022.04.21	21:00:00	1947.11	1953.17	1942.93	1951.24	4738	0	18
2022.04.21	22:00:00	1951.23	1953.89	1950.03	1951.16	3837	0	18
2022.04.21	23:00:00	1951.17	1952.19	1950.88	1951.22	1593	0	22
2022.04.22	01:00:00	1951.02	1951.32	1950.07	1951.25	971	0	18
2022.04.22	02:00:00	1951.27	1952.81	1950.57	1950.63	1454	0	18
2022.04.22	03:00:00	1950.60	1952.00	1948.45	1950.11	3357	0	18
2022.04.22	04:00:00	1950.09	1953.55	1948.69	1950.44	5065	0	18
2022.04.22	05:00:00	1950.41	1951.19	1947.08	1947.32	3587	0	18
2022.04.22	06:00:00	1947.30	1951.09	1945.82	1950.26	3269	0	18
2022.04.22	07:00:00	1950.25	1952.75	1949.53	1952.09	2786	0	20
2022.04.22	08:00:00	1952.09	1953.05	1950.13	1953.05	3638	0	19
2022.04.22	09:00:00	1953.05	1955.53	1950.90	1952.98	4747	0	18
2022.04.22	10:00:00	1952.92	1954.89	1950.82	1950.85	5733	0	18
2022.04.22	11:00:00	1950.89	1951.43	1943.38	1943.70	6345	0	18
2022.04.22	12:00:00	1943.75	1943.98	1941.33	1943.78	4547	0	18
2022.04.22	13:00:00	1943.72	1944.14	1930.75	1936.48	6372	0	18
2022.04.22	14:00:00	1936.39	1937.39	1932.68	1935.38	4518	0	18
2022.04.22	15:00:00	1935.38	1939.45	1929.46	1936.93	8254	0	18
2022.04.22	16:00:00	1936.94	1946.26	1931.18	1943.08	10878	0	18
2022.04.22	17:00:00	1943.06	1945.20	1933.42	1935.89	9402	0	18
2022.04.22	18:00:00	1935.88	1939.21	1926.47	1938.90	8646	0	18
2022.04.22	19:00:00	1938.90	1940.72	1934.74	1936.37	4675	0	18
2022.04.22	20:00:00	1936.28	1936.69	1932.07	1933.22	4293	0	18
2022.04.22	21:00:00	1933.18	1934.95	1931.71	1932.94	3825	0	18
2022.04.22	22:00:00	1932.94	1936.04	1931.61	1932.50	4545	0	18
2022.04.22	23:00:00	1932.58	1934.54	1931.21	1931.69	1539	0	23
2022.04.25	01:00:00	1930.78	1934.20	1928.32	1930.15	1466	0	18
2022.04.25	02:00:00	1930.21	1932.86	1929.59	1932.59	1376	0	22
2022.04.25	03:00:00	1932.59	1932.59	1926.16	1927.78	3379	0	18
2022.04.25	04:00:00	1927.78	1927.85	1924.87	1925.40	5535	0	18
2022.04.25	05:00:00	1925.42	1926.36	1921.93	1923.96	4895	0	18
2022.04.25	06:00:00	1923.98	1924.48	1921.73	1924.00	3236	0	18
2022.04.25	07:00:00	1924.00	1924.32	1915.95	1916.32	3756	0	18
2022.04.25	08:00:00	1916.28	1919.19	1913.11	1915.23	4847	0	18
2022.04.25	09:00:00	1915.25	1918.66	1912.20	1917.69	7069	0	18
2022.04.25	10:00:00	1917.62	1920.91	1914.65	1915.43	6999	0	18
2022.04.25	11:00:00	1915.41	1921.08	1914.20	1916.41	6014	0	18
2022.04.25	12:00:00	1916.42	1919.14	1915.56	1917.11	5861	0	18
2022.04.25	13:00:00	1917.11	1918.15	1907.79	1908.77	6494	0	18
2022.04.25	14:00:00	1908.85	1910.91	1905.02	1907.50	9114	0	18
2022.04.25	15:00:00	1907.52	1909.67	1891.40	1894.70	12761	0	18
2022.04.25	16:00:00	1894.70	1904.08	1893.51	1896.68	15327	0	18
2022.04.25	17:00:00	1896.70	1899.32	1891.81	1895.05	14803	0	18
2022.04.25	18:00:00	1895.10	1900.37	1892.61	1895.68	10310	0	18
2022.04.25	19:00:00	1895.66	1897.82	1894.43	1897.62	6940	0	18
2022.04.25	20:00:00	1897.57	1898.57	1894.56	1897.18	5870	0	18
2022.04.25	21:00:00	1897.13	1902.45	1896.36	1898.58	6687	0	18
2022.04.25	22:00:00	1898.68	1901.72	1897.51	1897.85	6314	0	18
2022.04.25	23:00:00	1897.86	1899.05	1897.05	1897.46	2489	0	18
2022.04.26	01:00:00	1897.73	1900.56	1897.61	1899.45	1733	0	18
2022.04.26	02:00:00	1899.42	1900.26	1898.48	1899.29	1745	0	18
2022.04.26	03:00:00	1899.27	1903.66	1899.12	1900.83	4759	0	18
2022.04.26	04:00:00	1900.83	1902.78	1897.29	1900.17	5540	0	18
2022.04.26	05:00:00	1900.20	1903.86	1899.76	1903.41	4966	0	18
2022.04.26	06:00:00	1903.37	1905.02	1901.49	1902.23	5276	0	18
2022.04.26	07:00:00	1902.22	1905.11	1901.58	1903.89	3151	0	18
2022.04.26	08:00:00	1903.87	1907.42	1901.42	1906.72	5842	0	18
2022.04.26	09:00:00	1906.71	1906.81	1900.73	1902.11	7678	0	18
2022.04.26	10:00:00	1902.14	1904.41	1895.63	1896.65	7905	0	18
2022.04.26	11:00:00	1896.60	1903.82	1896.02	1902.35	5953	0	18
2022.04.26	12:00:00	1902.36	1904.77	1901.40	1904.41	4726	0	18
2022.04.26	13:00:00	1904.45	1909.53	1903.23	1909.29	4870	0	18
2022.04.26	14:00:00	1909.33	1909.33	1902.06	1903.40	5962	0	18
2022.04.26	15:00:00	1903.40	1905.33	1900.33	1901.54	10188	0	18
2022.04.26	16:00:00	1901.53	1911.11	1900.85	1904.11	13282	0	18
2022.04.26	17:00:00	1904.06	1908.17	1900.61	1904.65	12554	0	18
2022.04.26	18:00:00	1904.68	1907.13	1901.36	1901.62	8550	0	18
2022.04.26	19:00:00	1901.63	1903.24	1900.09	1903.12	5919	0	18
2022.04.26	20:00:00	1903.12	1905.17	1900.10	1900.54	5956	0	18
2022.04.26	21:00:00	1900.45	1901.14	1896.42	1897.79	5687	0	18
2022.04.26	22:00:00	1897.83	1902.07	1897.02	1900.97	4856	0	18
2022.04.26	23:00:00	1901.02	1906.38	1900.84	1905.36	2256	0	19
2022.04.27	01:00:00	1905.89	1906.28	1903.46	1904.46	1786	0	18
2022.04.27	02:00:00	1904.47	1906.95	1903.65	1906.47	1790	0	18
2022.04.27	03:00:00	1906.47	1906.77	1902.92	1903.77	3157	0	18
2022.04.27	04:00:00	1903.77	1904.40	1901.21	1902.08	5935	0	18
2022.04.27	05:00:00	1902.07	1904.54	1898.38	1898.91	5670	0	18
2022.04.27	06:00:00	1898.91	1899.68	1896.88	1899.04	3825	0	18
2022.04.27	07:00:00	1898.98	1899.37	1896.12	1897.99	2890	0	18
2022.04.27	08:00:00	1897.99	1900.72	1897.63	1899.24	3587	0	18
2022.04.27	09:00:00	1899.29	1901.32	1896.98	1898.42	6018	0	18
2022.04.27	10:00:00	1898.42	1903.44	1896.68	1897.60	7750	0	18
2022.04.27	11:00:00	1897.66	1897.92	1886.56	1893.43	8039	0	18
2022.04.27	12:00:00	1893.48	1898.20	1893.28	1895.16	5082	0	18
2022.04.27	13:00:00	1895.16	1897.97	1893.99	1897.52	3696	0	18
2022.04.27	14:00:00	1897.43	1901.27	1895.83	1900.16	4866	0	18
2022.04.27	15:00:00	1900.14	1906.77	1895.81	1896.44	7634	0	18
2022.04.27	16:00:00	1896.46	1897.31	1881.57	1887.94	12227	0	18
2022.04.27	17:00:00	1887.94	1890.53	1885.01	1885.33	9169	0	19
2022.04.27	18:00:00	1885.33	1886.66	1881.24	1884.82	7333	0	19
2022.04.27	19:00:00	1884.95	1889.33	1884.76	1887.51	4456	0	19
2022.04.27	20:00:00	1887.51	1891.42	1886.59	1891.06	4254	0	19
2022.04.27	21:00:00	1890.96	1891.25	1886.25	1886.59	3758	0	18
2022.04.27	22:00:00	1886.60	1888.01	1885.09	1886.06	4840	0	18
2022.04.27	23:00:00	1886.03	1886.17	1884.80	1885.73	1628	0	18
2022.04.28	01:00:00	1885.42	1886.03	1883.95	1884.78	925	0	23
2022.04.28	02:00:00	1884.83	1886.25	1883.04	1885.58	1034	0	19
2022.04.28	03:00:00	1885.57	1886.76	1883.49	1883.80	1542	0	18
2022.04.28	04:00:00	1883.80	1884.41	1881.45	1882.57	2783	0	18
2022.04.28	05:00:00	1882.57	1884.35	1880.69	1882.86	2387	0	18
2022.04.28	06:00:00	1882.77	1882.91	1877.56	1878.89	4789	0	18
2022.04.28	07:00:00	1878.89	1879.26	1875.94	1878.23	2681	0	18
2022.04.28	08:00:00	1878.22	1878.39	1872.04	1873.69	4152	0	18
2022.04.28	09:00:00	1873.70	1882.53	1873.47	1882.18	4482	0	19
2022.04.28	10:00:00	1882.18	1886.70	1881.13	1884.89	4727	0	19
2022.04.28	11:00:00	1884.84	1889.82	1879.87	1886.17	4691	0	19
2022.04.28	12:00:00	1886.16	1891.65	1885.87	1889.55	4224	0	19
2022.04.28	13:00:00	1889.60	1890.10	1885.33	1888.65	4970	0	19
2022.04.28	14:00:00	1888.61	1890.63	1885.30	1886.13	4423	0	19
2022.04.28	15:00:00	1886.10	1895.18	1881.84	1885.54	10744	0	19
2022.04.28	16:00:00	1885.45	1892.86	1883.90	1890.26	10145	0	19
2022.04.28	17:00:00	1890.27	1890.77	1883.07	1886.69	10533	0	19
2022.04.28	18:00:00	1886.73	1890.48	1885.77	1885.83	6530	0	19
2022.04.28	19:00:00	1886.01	1889.97	1884.71	1888.43	4691	0	19
2022.04.28	20:00:00	1888.48	1891.52	1887.57	1888.82	5162	0	19
2022.04.28	21:00:00	1888.85	1892.59	1888.83	1892.50	3360	0	19
2022.04.28	22:00:00	1892.51	1896.63	1892.34	1895.84	3378	0	19
2022.04.28	23:00:00	1895.75	1896.17	1893.66	1894.56	1765	0	19
2022.04.29	01:00:00	1894.64	1895.21	1892.80	1892.81	876	0	19
2022.04.29	02:00:00	1892.80	1895.60	1892.47	1895.47	965	0	19
2022.04.29	03:00:00	1895.44	1897.90	1894.82	1897.23	1651	0	19
2022.04.29	04:00:00	1897.15	1905.78	1896.59	1902.32	4132	0	19
2022.04.29	05:00:00	1902.40	1904.44	1898.51	1900.69	3655	0	19
2022.04.29	06:00:00	1900.69	1904.25	1900.21	1904.25	3222	0	19
2022.04.29	07:00:00	1904.25	1905.85	1903.34	1905.76	1904	0	19
2022.04.29	08:00:00	1905.75	1908.24	1905.35	1906.76	3597	0	19
2022.04.29	09:00:00	1906.76	1912.75	1906.03	1911.44	5165	0	18
2022.04.29	10:00:00	1911.40	1917.78	1910.00	1917.10	6025	0	18
2022.04.29	11:00:00	1917.10	1917.27	1912.84	1913.84	4193	0	18
2022.04.29	12:00:00	1913.85	1916.80	1913.04	1914.55	3988	0	18
2022.04.29	13:00:00	1914.55	1917.74	1914.33	1914.96	3336	0	18
2022.04.29	14:00:00	1915.06	1919.80	1914.04	1919.48	3869	0	18
2022.04.29	15:00:00	1919.51	1919.72	1907.46	1910.74	9093	0	18
2022.04.29	16:00:00	1910.76	1913.39	1902.45	1910.62	9942	0	19
2022.04.29	17:00:00	1910.62	1914.54	1907.74	1911.20	7837	0	19
2022.04.29	18:00:00	1911.21	1913.27	1904.18	1909.60	5905	0	19
2022.04.29	19:00:00	1909.60	1909.60	1906.59	1908.15	3253	0	19
2022.04.29	20:00:00	1908.15	1911.50	1907.21	1909.88	2945	0	19
2022.04.29	21:00:00	1909.88	1911.41	1907.49	1908.04	3896	0	19
2022.04.29	22:00:00	1908.05	1908.06	1894.37	1896.52	6790	0	19
2022.04.29	23:00:00	1896.43	1897.63	1895.30	1896.99	1973	0	28
2022.05.02	01:00:00	1896.16	1899.65	1895.50	1897.78	2629	0	19
2022.05.02	02:00:00	1897.78	1899.81	1896.92	1897.22	1945	0	19
2022.05.02	03:00:00	1897.13	1898.38	1888.93	1890.59	3968	0	19
2022.05.02	04:00:00	1890.60	1892.50	1889.83	1890.07	2450	0	19
2022.05.02	05:00:00	1890.06	1891.61	1884.74	1887.73	2952	0	20
2022.05.02	06:00:00	1887.74	1889.34	1886.58	1888.53	2213	0	19
2022.05.02	07:00:00	1888.52	1888.52	1883.77	1885.51	2621	0	19
2022.05.02	08:00:00	1885.22	1887.02	1882.58	1885.78	2508	0	19
2022.05.02	09:00:00	1885.74	1887.59	1883.11	1887.09	3387	0	19
2022.05.02	10:00:00	1887.08	1887.28	1882.98	1884.30	3474	0	19
2022.05.02	11:00:00	1884.30	1885.41	1879.36	1879.47	3421	0	19
2022.05.02	12:00:00	1879.49	1881.18	1876.72	1880.74	2952	0	19
2022.05.02	13:00:00	1880.71	1882.17	1877.14	1881.99	2881	0	19
2022.05.02	14:00:00	1882.00	1882.23	1875.66	1875.75	3677	0	19
2022.05.02	15:00:00	1875.75	1876.54	1860.49	1861.48	9070	0	19
2022.05.02	16:00:00	1861.49	1864.48	1854.43	1857.93	10571	0	19
2022.05.02	17:00:00	1859.15	1864.86	1857.71	1862.80	9161	0	19
2022.05.02	18:00:00	1862.77	1872.00	1859.74	1870.07	6010	0	19
2022.05.02	19:00:00	1870.07	1870.16	1865.09	1866.09	3967	0	19
2022.05.02	20:00:00	1866.07	1866.80	1861.55	1866.07	4062	0	19
2022.05.02	21:00:00	1866.11	1866.60	1859.82	1859.86	3504	0	19
2022.05.02	22:00:00	1859.92	1863.99	1859.92	1861.75	4569	0	19
2022.05.02	23:00:00	1861.76	1863.09	1861.21	1862.82	1288	0	27
2022.05.03	01:00:00	1863.10	1864.21	1863.06	1863.66	814	0	19
2022.05.03	02:00:00	1863.65	1863.65	1862.18	1863.00	843	0	19
2022.05.03	03:00:00	1863.00	1867.05	1863.00	1866.69	2492	0	19
2022.05.03	04:00:00	1866.53	1866.53	1859.56	1859.95	2388	0	19
2022.05.03	05:00:00	1859.94	1865.33	1859.73	1865.21	2080	0	19
2022.05.03	06:00:00	1865.22	1865.24	1862.18	1862.49	1729	0	19
2022.05.03	07:00:00	1862.46	1864.49	1857.67	1858.41	2714	0	19
2022.05.03	08:00:00	1858.42	1860.41	1857.40	1859.43	2360	0	19
2022.05.03	09:00:00	1859.52	1862.04	1856.57	1858.86	4072	0	19
2022.05.03	10:00:00	1858.82	1860.79	1853.28	1855.58	5845	0	19
2022.05.03	11:00:00	1855.64	1856.57	1850.26	1853.66	4413	0	19
2022.05.03	12:00:00	1853.64	1859.73	1853.48	1857.58	3386	0	19
2022.05.03	13:00:00	1857.58	1860.84	1854.96	1858.45	3399	0	19
2022.05.03	14:00:00	1858.46	1863.85	1858.44	1863.76	3699	0	19
2022.05.03	15:00:00	1863.78	1865.45	1856.65	1863.26	6640	0	19
2022.05.03	16:00:00	1863.28	1872.25	1861.97	1870.63	8057	0	19
2022.05.03	17:00:00	1870.65	1877.98	1866.55	1874.33	8708	0	19
2022.05.03	18:00:00	1874.23	1877.32	1870.88	1871.51	5721	0	19
2022.05.03	19:00:00	1871.48	1872.36	1867.31	1869.73	4755	0	19
2022.05.03	20:00:00	1869.81	1871.77	1868.94	1871.14	3294	0	19
2022.05.03	21:00:00	1871.12	1871.15	1865.64	1869.47	4218	0	19
2022.05.03	22:00:00	1869.54	1869.85	1865.24	1866.09	3552	0	19
2022.05.03	23:00:00	1866.11	1868.26	1865.62	1867.86	1241	0	23
2022.05.04	01:00:00	1867.12	1868.98	1867.12	1868.74	899	0	27
2022.05.04	02:00:00	1868.71	1869.37	1866.99	1868.29	1295	0	19
2022.05.04	03:00:00	1868.28	1868.31	1864.85	1865.83	1721	0	19
2022.05.04	04:00:00	1865.83	1865.91	1862.43	1862.63	2386	0	19
2022.05.04	05:00:00	1862.67	1864.84	1861.56	1863.28	1775	0	19
2022.05.04	06:00:00	1863.29	1865.61	1863.16	1864.70	1591	0	20
2022.05.04	07:00:00	1864.68	1866.16	1863.30	1865.60	1139	0	19
2022.05.04	08:00:00	1865.60	1865.92	1862.29	1863.89	1457	0	19
2022.05.04	09:00:00	1863.89	1866.64	1861.26	1866.64	2710	0	19
2022.05.04	10:00:00	1866.66	1871.83	1865.96	1870.92	3372	0	19
2022.05.04	11:00:00	1870.92	1871.99	1868.07	1868.41	2767	0	19
2022.05.04	12:00:00	1868.46	1870.61	1866.82	1869.82	2415	0	19
2022.05.04	13:00:00	1869.80	1871.63	1866.74	1866.93	2327	0	19
2022.05.04	14:00:00	1866.93	1869.90	1865.88	1868.98	1916	0	19
2022.05.04	15:00:00	1868.98	1869.50	1863.66	1867.39	4949	0	19
2022.05.04	16:00:00	1867.42	1870.78	1861.58	1862.80	6746	0	19
2022.05.04	17:00:00	1862.76	1866.94	1861.51	1866.66	5919	0	19
2022.05.04	18:00:00	1866.66	1869.09	1865.87	1868.32	3532	0	19
2022.05.04	19:00:00	1868.32	1868.84	1865.87	1868.66	2398	0	19
2022.05.04	20:00:00	1868.61	1869.65	1865.91	1866.51	3286	0	19
2022.05.04	21:00:00	1866.79	1888.69	1861.60	1885.96	14010	0	19
2022.05.04	22:00:00	1886.03	1889.48	1881.32	1884.07	9746	0	19
2022.05.04	23:00:00	1884.00	1886.54	1880.97	1881.17	1587	0	23
2022.05.05	01:00:00	1882.56	1883.78	1881.76	1882.72	1567	0	19
2022.05.05	02:00:00	1882.74	1894.07	1882.67	1893.88	2084	0	19
2022.05.05	03:00:00	1893.88	1896.01	1892.97	1895.83	3188	0	19
2022.05.05	04:00:00	1895.87	1903.29	1895.87	1900.45	6251	0	19
2022.05.05	05:00:00	1900.46	1901.57	1899.25	1899.63	3028	0	19
2022.05.05	06:00:00	1899.53	1902.66	1899.33	1901.17	2029	0	19
2022.05.05	07:00:00	1901.17	1901.63	1899.57	1901.43	1560	0	19
2022.05.05	08:00:00	1901.41	1902.08	1898.70	1898.79	2905	0	19
2022.05.05	09:00:00	1898.80	1902.07	1897.45	1897.52	4958	0	18
2022.05.05	10:00:00	1897.56	1898.26	1891.63	1894.86	5773	0	18
2022.05.05	11:00:00	1894.89	1895.19	1889.42	1894.18	5187	0	18
2022.05.05	12:00:00	1894.23	1898.65	1893.11	1897.38	3947	0	18
2022.05.05	13:00:00	1897.39	1899.24	1895.12	1896.38	3441	0	18
2022.05.05	14:00:00	1896.38	1900.22	1895.32	1897.45	6441	0	18
2022.05.05	15:00:00	1897.48	1909.68	1897.15	1906.81	8900	0	18
2022.05.05	16:00:00	1906.81	1908.36	1892.84	1894.76	11974	0	18
2022.05.05	17:00:00	1894.80	1895.14	1882.73	1886.15	12038	0	18
2022.05.05	18:00:00	1885.85	1886.20	1874.19	1874.89	8916	0	18
2022.05.05	19:00:00	1874.87	1877.24	1872.40	1876.21	6824	0	18
2022.05.05	20:00:00	1876.21	1880.16	1873.30	1874.70	5133	0	18
2022.05.05	21:00:00	1874.70	1878.02	1873.29	1877.38	5408	0	18
2022.05.05	22:00:00	1877.27	1880.96	1876.62	1877.83	6203	0	18
2022.05.05	23:00:00	1877.85	1879.18	1876.52	1876.85	2153	0	22
2022.05.06	01:00:00	1876.35	1878.18	1875.98	1877.90	981	0	18
2022.05.06	02:00:00	1877.87	1877.87	1874.00	1874.16	1451	0	18
2022.05.06	03:00:00	1874.12	1876.65	1871.71	1872.35	3332	0	18
2022.05.06	04:00:00	1872.39	1872.77	1866.10	1869.99	6782	0	18
2022.05.06	05:00:00	1870.04	1875.99	1868.80	1875.60	4556	0	18
2022.05.06	06:00:00	1875.60	1877.40	1875.26	1876.87	2564	0	18
2022.05.06	07:00:00	1876.56	1877.26	1875.73	1875.73	1859	0	18
2022.05.06	08:00:00	1875.74	1877.84	1873.94	1873.94	2912	0	18
2022.05.06	09:00:00	1874.00	1877.06	1873.03	1873.20	4071	0	18
2022.05.06	10:00:00	1873.25	1876.90	1872.96	1874.08	5463	0	18
2022.05.06	11:00:00	1874.08	1881.73	1873.07	1881.64	5206	0	18
2022.05.06	12:00:00	1881.64	1884.65	1880.49	1883.10	4226	0	18
2022.05.06	13:00:00	1883.12	1884.85	1881.26	1884.69	3930	0	18
2022.05.06	14:00:00	1884.76	1885.44	1881.20	1881.69	3773	0	18
2022.05.06	15:00:00	1881.70	1889.96	1875.86	1876.38	9588	0	18
2022.05.06	16:00:00	1876.38	1885.40	1874.29	1880.95	11439	0	18
2022.05.06	17:00:00	1880.95	1887.56	1879.50	1885.60	8728	0	18
2022.05.06	18:00:00	1885.60	1892.42	1883.84	1886.42	6788	0	18
2022.05.06	19:00:00	1886.41	1889.78	1886.07	1888.47	4966	0	18
2022.05.06	20:00:00	1888.43	1888.83	1881.76	1882.21	4239	0	18
2022.05.06	21:00:00	1882.22	1884.01	1881.88	1882.41	3499	0	18
2022.05.06	22:00:00	1882.43	1884.70	1880.64	1881.00	4799	0	18
2022.05.06	23:00:00	1881.00	1882.82	1880.35	1882.38	1129	0	24
2022.05.09	01:00:00	1883.61	1885.58	1880.24	1881.51	1574	0	18
2022.05.09	02:00:00	1881.50	1882.61	1879.86	1881.20	1851	0	18
2022.05.09	03:00:00	1881.22	1882.01	1877.71	1881.11	3249	0	18
2022.05.09	04:00:00	1881.15	1881.16	1876.38	1878.31	4614	0	18
2022.05.09	05:00:00	1878.29	1878.62	1873.76	1874.60	3338	0	21
2022.05.09	06:00:00	1874.60	1876.84	1874.33	1874.93	2937	0	18
2022.05.09	07:00:00	1874.95	1876.10	1872.82	1873.69	2162	0	18
2022.05.09	08:00:00	1873.67	1873.75	1870.62	1871.65	3678	0	22
2022.05.09	09:00:00	1871.62	1872.93	1869.41	1871.27	4475	0	18
2022.05.09	10:00:00	1871.26	1872.66	1866.49	1869.69	6058	0	18
2022.05.09	11:00:00	1869.62	1872.08	1864.14	1865.48	5336	0	18
2022.05.09	12:00:00	1865.50	1867.30	1862.44	1863.67	5043	0	18
2022.05.09	13:00:00	1863.66	1864.04	1856.06	1859.54	6026	0	18
2022.05.09	14:00:00	1859.47	1861.98	1856.25	1860.45	5552	0	18
2022.05.09	15:00:00	1860.37	1868.84	1859.28	1864.36	8062	0	18
2022.05.09	16:00:00	1864.34	1871.47	1861.33	1863.24	9779	0	18
2022.05.09	17:00:00	1863.37	1866.29	1857.79	1860.46	10344	0	18
2022.05.09	18:00:00	1860.48	1863.27	1857.68	1861.25	6961	0	18
2022.05.09	19:00:00	1861.25	1865.95	1859.83	1860.90	5962	0	18
2022.05.09	20:00:00	1860.89	1861.98	1854.84	1856.00	5176	0	18
2022.05.09	21:00:00	1856.02	1858.58	1853.38	1853.64	4924	0	18
2022.05.09	22:00:00	1853.55	1856.12	1852.56	1853.27	5995	0	18
2022.05.09	23:00:00	1853.00	1854.46	1851.57	1853.85	2251	0	22
2022.05.10	01:00:00	1853.53	1854.15	1852.20	1852.76	1149	0	19
2022.05.10	02:00:00	1852.75	1854.80	1852.65	1854.58	1572	0	18
2022.05.10	03:00:00	1854.56	1855.72	1852.43	1854.06	4288	0	20
2022.05.10	04:00:00	1854.06	1856.68	1852.93	1854.27	5203	0	18
2022.05.10	05:00:00	1854.32	1861.49	1853.87	1860.09	4863	0	18
2022.05.10	06:00:00	1860.06	1864.39	1858.77	1864.29	2879	0	18
2022.05.10	07:00:00	1864.27	1865.22	1862.02	1863.16	2435	0	18
2022.05.10	08:00:00	1863.14	1864.50	1861.71	1863.38	4040	0	18
2022.05.10	09:00:00	1863.36	1865.36	1859.48	1859.75	4921	0	18
2022.05.10	10:00:00	1859.75	1862.68	1859.26	1859.49	4838	0	18
2022.05.10	11:00:00	1859.47	1865.02	1858.70	1862.66	4601	0	18
2022.05.10	12:00:00	1862.69	1863.98	1857.44	1857.59	5143	0	18
2022.05.10	13:00:00	1857.60	1858.90	1856.18	1858.35	3697	0	18
2022.05.10	14:00:00	1858.37	1864.42	1857.29	1860.42	3969	0	18
2022.05.10	15:00:00	1860.41	1863.50	1856.38	1862.13	6159	0	18
2022.05.10	16:00:00	1862.15	1864.36	1854.87	1857.05	8945	0	18
2022.05.10	17:00:00	1857.02	1859.77	1845.29	1849.79	8839	0	18
2022.05.10	18:00:00	1849.84	1850.09	1841.33	1844.28	9298	0	18
2022.05.10	19:00:00	1844.28	1847.35	1842.11	1844.87	6389	0	18
2022.05.10	20:00:00	1844.87	1846.74	1839.76	1846.48	6512	0	18
2022.05.10	21:00:00	1846.49	1846.78	1840.20	1841.65	4771	0	18
2022.05.10	22:00:00	1841.69	1843.06	1835.40	1836.85	5019	0	18
2022.05.10	23:00:00	1836.93	1840.45	1835.90	1837.97	2446	0	22
2022.05.11	01:00:00	1837.96	1840.17	1837.96	1838.61	1078	0	19
2022.05.11	02:00:00	1838.49	1839.05	1833.22	1833.54	1743	0	18
2022.05.11	03:00:00	1833.56	1834.09	1831.93	1832.28	2958	0	18
2022.05.11	04:00:00	1832.22	1837.78	1832.10	1837.31	4233	0	18
2022.05.11	05:00:00	1837.30	1839.92	1836.31	1838.50	3297	0	18
2022.05.11	06:00:00	1838.50	1838.72	1836.09	1836.37	2397	0	18
2022.05.11	07:00:00	1836.28	1839.06	1835.87	1838.93	1945	0	19
2022.05.11	08:00:00	1838.93	1839.37	1837.06	1837.79	2854	0	18
2022.05.11	09:00:00	1837.73	1845.68	1837.23	1844.12	3956	0	18
2022.05.11	10:00:00	1844.14	1850.95	1843.17	1848.63	5640	0	18
2022.05.11	11:00:00	1848.63	1852.44	1846.62	1851.57	3560	0	18
2022.05.11	12:00:00	1851.57	1854.24	1850.57	1852.31	3240	0	18
2022.05.11	13:00:00	1852.33	1854.15	1851.04	1852.48	2623	0	18
2022.05.11	14:00:00	1852.50	1854.08	1850.20	1850.24	2632	0	18
2022.05.11	15:00:00	1850.11	1852.07	1834.61	1839.37	10320	0	18
2022.05.11	16:00:00	1839.37	1858.02	1837.66	1853.19	13756	0	18
2022.05.11	17:00:00	1853.25	1853.54	1846.31	1851.10	10544	0	18
2022.05.11	18:00:00	1851.10	1854.80	1847.40	1852.21	7800	0	18
2022.05.11	19:00:00	1852.25	1854.46	1850.03	1852.12	6911	0	18
2022.05.11	20:00:00	1852.13	1856.38	1850.65	1851.90	5695	0	18
2022.05.11	21:00:00	1851.90	1855.52	1850.53	1852.80	4707	0	18
2022.05.11	22:00:00	1852.77	1854.35	1851.13	1853.03	3990	0	18
2022.05.11	23:00:00	1853.03	1853.08	1851.46	1852.22	1308	0	18
2022.05.12	01:00:00	1852.16	1852.82	1850.89	1852.53	996	0	18
2022.05.12	02:00:00	1852.53	1856.10	1852.49	1854.00	1026	0	18
2022.05.12	03:00:00	1854.02	1857.65	1851.82	1857.21	3886	0	18
2022.05.12	04:00:00	1857.21	1858.70	1853.74	1857.12	4197	0	18
2022.05.12	05:00:00	1857.11	1858.24	1852.08	1853.03	3596	0	18
2022.05.12	06:00:00	1853.04	1854.88	1851.76	1852.95	2577	0	18
2022.05.12	07:00:00	1852.96	1853.55	1850.05	1851.01	2423	0	18
